date,fx_rate_usd_ngn
2026-01-19,1590.0
2026-01-26,1590.0
2026-02-02,1600.0
2026-02-09,1600.0
2026-02-16,1600.0
2026-02-23,1600.0
2026-03-02,1620.0
2026-03-09,1620.0
2026-03-16,1620.0
2026-03-23,1620.0
2026-03-30,1620.0
2026-04-06,1640.0
2026-04-13,1640.0
2026-04-20,1640.0
2026-04-27,1640.0
2026-05-04,1650.0
2026-05-11,1650.0
2026-05-18,1650.0
2026-05-25,1650.0
2026-06-01,1655.0
2026-06-08,1655.0
2026-06-15,1655.0
2026-06-22,1655.0
2026-06-29,1655.0
2026-07-06,1660.0
2026-07-13,1660.0
2026-07-20,1660.0
2026-07-27,1660.0
2026-08-03,1665.0
2026-08-10,1665.0
2026-08-17,1665.0
2026-08-24,1665.0
2026-08-31,1665.0
2026-09-07,1670.0
2026-09-14,1670.0
2026-09-21,1670.0
2026-09-28,1670.0
2026-10-05,1675.0
2026-10-12,1675.0
