date,price_ngn_mt,commodity,source
2021-01-31,611483.38,Rice,bridge_synthetic
2021-02-07,615269.32,Rice,bridge_synthetic
2021-02-14,621998.1,Rice,bridge_synthetic
2021-02-21,623677.69,Rice,bridge_synthetic
2021-02-28,603163.01,Rice,bridge_synthetic
2021-03-07,609117.28,Rice,bridge_synthetic
2021-03-14,624513.74,Rice,bridge_synthetic
2021-03-21,626434.71,Rice,bridge_synthetic
2021-03-28,628379.1,Rice,bridge_synthetic
2021-04-04,661626.52,Rice,bridge_synthetic
2021-04-11,632769.89,Rice,bridge_synthetic
2021-04-18,640034.5,Rice,bridge_synthetic
2021-04-25,640265.84,Rice,bridge_synthetic
2021-05-02,639337.12,Rice,bridge_synthetic
2021-05-09,632065.23,Rice,bridge_synthetic
2021-05-16,644238.1,Rice,bridge_synthetic
2021-05-23,631497.69,Rice,bridge_synthetic
2021-05-30,638545.54,Rice,bridge_synthetic
2021-06-06,638060.29,Rice,bridge_synthetic
2021-06-13,645449.25,Rice,bridge_synthetic
2021-06-20,669024.36,Rice,bridge_synthetic
2021-06-27,630329.52,Rice,bridge_synthetic
2021-07-04,657106.23,Rice,bridge_synthetic
2021-07-11,636548.45,Rice,bridge_synthetic
2021-07-18,649615.18,Rice,bridge_synthetic
2021-07-25,666882.34,Rice,bridge_synthetic
2021-08-01,658716.71,Rice,bridge_synthetic
2021-08-08,649330.33,Rice,bridge_synthetic
2021-08-15,654815.72,Rice,bridge_synthetic
2021-08-22,670602.73,Rice,bridge_synthetic
2021-08-29,658459.76,Rice,bridge_synthetic
2021-09-05,669839.08,Rice,bridge_synthetic
2021-09-12,670046.76,Rice,bridge_synthetic
2021-09-19,664943.54,Rice,bridge_synthetic
2021-09-26,695081.43,Rice,bridge_synthetic
2021-10-03,681764.15,Rice,bridge_synthetic
2021-10-10,656687.04,Rice,bridge_synthetic
2021-10-17,681077.62,Rice,bridge_synthetic
2021-10-24,674334.79,Rice,bridge_synthetic
2021-10-31,691747.05,Rice,bridge_synthetic
2021-11-07,676789.17,Rice,bridge_synthetic
2021-11-14,685667.22,Rice,bridge_synthetic
2021-11-21,693984.4,Rice,bridge_synthetic
2021-11-28,699654.39,Rice,bridge_synthetic
2021-12-05,680132.81,Rice,bridge_synthetic
2021-12-12,691035.78,Rice,bridge_synthetic
2021-12-19,691476.8,Rice,bridge_synthetic
2021-12-26,691512.32,Rice,bridge_synthetic
2022-01-02,719099.73,Rice,bridge_synthetic
2022-01-09,708662.5,Rice,bridge_synthetic
2022-01-16,694824.45,Rice,bridge_synthetic
2022-01-23,721858.31,Rice,bridge_synthetic
2022-01-30,738678.88,Rice,bridge_synthetic
2022-02-06,730872.41,Rice,bridge_synthetic
2022-02-13,707071.28,Rice,bridge_synthetic
2022-02-20,722113.8,Rice,bridge_synthetic
2022-02-27,745128.98,Rice,bridge_synthetic
2022-03-06,727265.71,Rice,bridge_synthetic
2022-03-13,743823.21,Rice,bridge_synthetic
2022-03-20,751370.0,Rice,bridge_synthetic
2022-03-27,736194.99,Rice,bridge_synthetic
2022-04-03,749740.93,Rice,bridge_synthetic
2022-04-10,717575.85,Rice,bridge_synthetic
2022-04-17,746433.64,Rice,bridge_synthetic
2022-04-24,759031.27,Rice,bridge_synthetic
2022-05-01,751421.01,Rice,bridge_synthetic
2022-05-08,788433.33,Rice,bridge_synthetic
2022-05-15,756833.06,Rice,bridge_synthetic
2022-05-22,772129.84,Rice,bridge_synthetic
2022-05-29,782627.7,Rice,bridge_synthetic
2022-06-05,801901.02,Rice,bridge_synthetic
2022-06-12,771778.71,Rice,bridge_synthetic
2022-06-19,806431.64,Rice,bridge_synthetic
2022-06-26,796560.61,Rice,bridge_synthetic
2022-07-03,788491.84,Rice,bridge_synthetic
2022-07-10,809683.32,Rice,bridge_synthetic
2022-07-17,810357.65,Rice,bridge_synthetic
2022-07-24,804472.15,Rice,bridge_synthetic
2022-07-31,816470.41,Rice,bridge_synthetic
2022-08-07,814715.86,Rice,bridge_synthetic
2022-08-14,824689.53,Rice,bridge_synthetic
2022-08-21,835338.24,Rice,bridge_synthetic
2022-08-28,850727.63,Rice,bridge_synthetic
2022-09-04,819294.7,Rice,bridge_synthetic
2022-09-11,865462.53,Rice,bridge_synthetic
2022-09-18,817797.25,Rice,bridge_synthetic
2022-09-25,844374.53,Rice,bridge_synthetic
2022-10-02,857639.24,Rice,bridge_synthetic
2022-10-09,857571.99,Rice,bridge_synthetic
2022-10-16,849795.87,Rice,bridge_synthetic
2022-10-23,858953.93,Rice,bridge_synthetic
2022-10-30,859079.22,Rice,bridge_synthetic
2022-11-06,861629.91,Rice,bridge_synthetic
2022-11-13,884278.14,Rice,bridge_synthetic
2022-11-20,881682.77,Rice,bridge_synthetic
2022-11-27,871666.97,Rice,bridge_synthetic
2022-12-04,896595.1,Rice,bridge_synthetic
2022-12-11,892588.65,Rice,bridge_synthetic
2022-12-18,903208.87,Rice,bridge_synthetic
2022-12-25,904628.15,Rice,bridge_synthetic
2023-01-01,888808.57,Rice,bridge_synthetic
2023-01-08,901631.17,Rice,bridge_synthetic
2023-01-15,928839.37,Rice,bridge_synthetic
2023-01-22,936309.23,Rice,bridge_synthetic
2023-01-29,936792.29,Rice,bridge_synthetic
2023-02-05,948023.12,Rice,bridge_synthetic
2023-02-12,973943.75,Rice,bridge_synthetic
2023-02-19,956338.55,Rice,bridge_synthetic
2023-02-26,982166.69,Rice,bridge_synthetic
2023-03-05,980461.03,Rice,bridge_synthetic
2023-03-12,989473.8,Rice,bridge_synthetic
2023-03-19,1018501.15,Rice,bridge_synthetic
2023-03-26,1023778.91,Rice,bridge_synthetic
2023-04-02,1032982.96,Rice,bridge_synthetic
2023-04-09,1049967.08,Rice,bridge_synthetic
2023-04-16,1039400.22,Rice,bridge_synthetic
2023-04-23,1059068.19,Rice,bridge_synthetic
2023-04-30,1052693.75,Rice,bridge_synthetic
2023-05-07,1072075.15,Rice,bridge_synthetic
2023-05-14,1074058.12,Rice,bridge_synthetic
2023-05-21,1087009.7,Rice,bridge_synthetic
2023-05-28,1104474.78,Rice,bridge_synthetic
2023-06-04,1087884.02,Rice,bridge_synthetic
2023-06-11,1139343.95,Rice,bridge_synthetic
2023-06-18,1091224.76,Rice,bridge_synthetic
2023-06-25,1090976.59,Rice,bridge_synthetic
2023-07-02,1133846.46,Rice,bridge_synthetic
2023-07-09,1131030.31,Rice,bridge_synthetic
2023-07-16,1131522.87,Rice,bridge_synthetic
2023-07-23,1134895.79,Rice,bridge_synthetic
2023-07-30,1127362.96,Rice,bridge_synthetic
2023-08-06,1115621.34,Rice,bridge_synthetic
2023-08-13,1135401.71,Rice,bridge_synthetic
2023-08-20,1125830.29,Rice,bridge_synthetic
2023-08-27,1157338.32,Rice,bridge_synthetic
2023-09-03,1141401.89,Rice,bridge_synthetic
2023-09-10,1132991.15,Rice,bridge_synthetic
2023-09-17,1144921.13,Rice,bridge_synthetic
2023-09-24,1160884.54,Rice,bridge_synthetic
2023-10-01,1147225.83,Rice,bridge_synthetic
2023-10-08,1145970.28,Rice,bridge_synthetic
2023-10-15,1167804.54,Rice,bridge_synthetic
2023-10-22,1171109.92,Rice,bridge_synthetic
2023-10-29,1161195.89,Rice,bridge_synthetic
2023-11-05,1165073.99,Rice,bridge_synthetic
2023-11-12,1180731.09,Rice,bridge_synthetic
2023-11-19,1154277.48,Rice,bridge_synthetic
2023-11-26,1158198.38,Rice,bridge_synthetic
2023-12-03,1173662.64,Rice,bridge_synthetic
2023-12-10,1185910.49,Rice,bridge_synthetic
2023-12-17,1198554.3,Rice,bridge_synthetic
2023-12-24,1222735.36,Rice,bridge_synthetic
2023-12-31,1214964.57,Rice,bridge_synthetic
2024-01-07,1203027.95,Rice,bridge_synthetic
2024-01-14,1212483.0,Rice,bridge_synthetic
2024-01-21,1201394.51,Rice,bridge_synthetic
2024-01-28,1226304.1,Rice,bridge_synthetic
2024-02-04,1228211.5,Rice,bridge_synthetic
2024-02-11,1246465.32,Rice,bridge_synthetic
2024-02-18,1231890.49,Rice,bridge_synthetic
2024-02-25,1264047.38,Rice,bridge_synthetic
2024-03-03,1290180.2,Rice,bridge_synthetic
2024-03-10,1266023.34,Rice,bridge_synthetic
2024-03-17,1282682.74,Rice,bridge_synthetic
2024-03-24,1295178.41,Rice,bridge_synthetic
2024-03-31,1281059.3,Rice,bridge_synthetic
2024-04-07,1300079.11,Rice,bridge_synthetic
2024-04-14,1302877.63,Rice,bridge_synthetic
2024-04-21,1311458.13,Rice,bridge_synthetic
2024-04-28,1301182.97,Rice,bridge_synthetic
2024-05-05,1323841.8,Rice,bridge_synthetic
2024-05-12,1340200.19,Rice,bridge_synthetic
2024-05-19,1366277.46,Rice,bridge_synthetic
2024-05-26,1363418.98,Rice,bridge_synthetic
2024-06-02,1393843.14,Rice,bridge_synthetic
2024-06-09,1336308.86,Rice,bridge_synthetic
2024-06-16,1371215.02,Rice,bridge_synthetic
2024-06-23,1358867.0,Rice,bridge_synthetic
2024-06-30,1401341.77,Rice,bridge_synthetic
2024-07-07,1341941.19,Rice,bridge_synthetic
2024-07-14,1342915.81,Rice,bridge_synthetic
2024-07-21,1349439.51,Rice,bridge_synthetic
2024-07-28,1319884.59,Rice,bridge_synthetic
2024-08-04,1354188.81,Rice,bridge_synthetic
2024-08-11,1351027.45,Rice,bridge_synthetic
2024-08-18,1371310.89,Rice,bridge_synthetic
2024-08-25,1376882.18,Rice,bridge_synthetic
2024-09-01,1410092.72,Rice,bridge_synthetic
2024-09-08,1392706.69,Rice,bridge_synthetic
2024-09-15,1362869.74,Rice,bridge_synthetic
2024-09-22,1357853.17,Rice,bridge_synthetic
2024-09-29,1388205.63,Rice,bridge_synthetic
2024-10-06,1352350.55,Rice,bridge_synthetic
2024-10-13,1419255.55,Rice,bridge_synthetic
2024-10-20,1407410.42,Rice,bridge_synthetic
2024-10-27,1374835.27,Rice,bridge_synthetic
2024-11-03,1350593.36,Rice,bridge_synthetic
2024-11-10,1416035.05,Rice,bridge_synthetic
2024-11-17,1387098.71,Rice,bridge_synthetic
2024-11-24,1416950.79,Rice,bridge_synthetic
2024-12-01,1359447.25,Rice,bridge_synthetic
2024-12-08,1381856.06,Rice,bridge_synthetic
2024-12-15,1396137.84,Rice,bridge_synthetic
2024-12-22,1398648.5,Rice,bridge_synthetic
2024-12-29,1389852.42,Rice,bridge_synthetic
2025-01-05,1414416.73,Rice,bridge_synthetic
2025-01-12,1381164.02,Rice,bridge_synthetic
2025-01-19,1402957.57,Rice,bridge_synthetic
2025-01-26,1410819.29,Rice,bridge_synthetic
2025-02-02,1421481.01,Rice,bridge_synthetic
2025-02-09,1427995.67,Rice,bridge_synthetic
2025-02-16,1391357.35,Rice,bridge_synthetic
2025-02-23,1384929.42,Rice,bridge_synthetic
2025-03-02,1447079.53,Rice,bridge_synthetic
2025-03-09,1429274.61,Rice,bridge_synthetic
2025-03-16,1408509.99,Rice,bridge_synthetic
2025-03-23,1460019.44,Rice,bridge_synthetic
2025-03-30,1431618.8,Rice,bridge_synthetic
2025-04-06,1456778.65,Rice,bridge_synthetic
2025-04-13,1435226.93,Rice,bridge_synthetic
2025-04-20,1480484.09,Rice,bridge_synthetic
2025-04-27,1476284.11,Rice,bridge_synthetic
2025-05-04,1435348.13,Rice,bridge_synthetic
2025-05-11,1464076.69,Rice,bridge_synthetic
2025-05-18,1459356.29,Rice,bridge_synthetic
2025-05-25,1477402.27,Rice,bridge_synthetic
2025-06-01,1429012.91,Rice,bridge_synthetic
2025-06-08,1466573.96,Rice,bridge_synthetic
2025-06-15,1476343.69,Rice,bridge_synthetic
2025-06-22,1416524.52,Rice,bridge_synthetic
2025-06-29,1430690.07,Rice,bridge_synthetic
2025-07-06,1413574.13,Rice,bridge_synthetic
2025-07-13,1453913.83,Rice,bridge_synthetic
2025-07-20,1477178.36,Rice,bridge_synthetic
2025-07-27,1496055.23,Rice,bridge_synthetic
2025-08-03,1466347.55,Rice,bridge_synthetic
2025-08-10,1502177.07,Rice,bridge_synthetic
2025-08-17,1437601.01,Rice,bridge_synthetic
2025-08-24,1432076.14,Rice,bridge_synthetic
2025-08-31,1470035.8,Rice,bridge_synthetic
2025-09-07,1481382.53,Rice,bridge_synthetic
2025-09-14,1473809.57,Rice,bridge_synthetic
2025-09-21,1430389.84,Rice,bridge_synthetic
2025-09-28,1475828.21,Rice,bridge_synthetic
2025-10-05,1450491.0,Rice,bridge_synthetic
2025-10-12,1495952.29,Rice,bridge_synthetic
2025-10-19,1490863.67,Rice,bridge_synthetic
2025-10-26,1463419.2,Rice,bridge_synthetic
2025-11-02,1474527.36,Rice,bridge_synthetic
2025-11-09,1463981.26,Rice,bridge_synthetic
2025-11-16,1487852.16,Rice,bridge_synthetic
2025-11-23,1512248.0,Rice,bridge_synthetic
2025-11-30,1470455.08,Rice,bridge_synthetic
2025-12-07,1505455.76,Rice,bridge_synthetic
2025-12-14,1483897.05,Rice,bridge_synthetic
2025-12-21,1479620.83,Rice,bridge_synthetic
2025-12-28,1496658.74,Rice,bridge_synthetic
2026-01-04,1478347.83,Rice,bridge_synthetic
2026-01-11,1493052.31,Rice,bridge_synthetic
2026-01-18,1482322.49,Rice,bridge_synthetic
2026-01-25,1557932.59,Rice,bridge_synthetic
2026-02-01,1518024.76,Rice,bridge_synthetic
2026-02-08,1505145.71,Rice,bridge_synthetic
2026-02-15,1529894.79,Rice,bridge_synthetic
2026-02-22,1526312.83,Rice,bridge_synthetic
2026-03-01,1527697.32,Rice,bridge_synthetic
2026-03-08,1550823.21,Rice,bridge_synthetic
2026-03-15,1558060.3,Rice,bridge_synthetic
2026-03-22,1532154.5,Rice,bridge_synthetic
2026-03-29,1534959.95,Rice,bridge_synthetic
2026-04-05,1543605.05,Rice,bridge_synthetic
2026-04-12,1496480.33,Rice,bridge_synthetic
2026-04-19,1514771.81,Rice,bridge_synthetic
2026-04-26,1581779.83,Rice,bridge_synthetic
2026-05-03,1588245.5,Rice,bridge_synthetic
2026-05-10,1544209.91,Rice,bridge_synthetic
2026-05-17,1563404.95,Rice,bridge_synthetic
2026-05-24,1557236.57,Rice,bridge_synthetic
